model,id,acc,jerk
idm,378,0,0
idm,379,0,0
idm,380,0,0
idm,381,0,0
idm,382,0,0
idm,383,0,0
idm,384,0,0
idm,385,0,0
idm,386,0,0
idm,387,0,0
idm,388,0,0
idm,389,0,0
idm,390,0,0
idm,391,0,0
idm,392,0,0
idm,393,0,0
idm,394,0,0
idm,395,0,0
idm,396,0,0
idm,397,0,0
idm,398,0,0
idm,399,0,0
idm,400,0,0
idm,401,0,0
idm,402,0,0
idm,403,0,0
idm,404,0,0
idm,405,0,0
idm,406,0,0
idm,407,0,0
idm,408,0,0
idm,409,0,0
idm,410,0,0
idm,411,0,0
idm,412,0,0
idm,413,0,0
idm,414,0,0
idm,415,0,0
idm,416,0,0
idm,417,0,0
idm,418,0,0
idm,419,0,0
idm,420,0,0
idm,421,0,0
idm,422,0,0
idm,423,0,0
idm,424,0,0
idm,425,0,0
idm,426,0,0
idm,427,0,0
idm,428,0,0
idm,429,0,0
idm,430,0,0
idm,431,0,0
idm,432,0,0
idm,433,0,0
idm,434,0,0
idm,435,0,0
idm,436,0,0
idm,437,0,0
idm,438,0,0
idm,439,0,0
idm,440,0,0
idm,441,0,0
idm,442,0,0
idm,443,0,0
idm,444,0,0
idm,445,0,0
idm,446,0,0
idm,447,0,0
idm,448,0,0
idm,449,0,0
idm,450,0,0
idm,451,0,0
idm,452,0,0
idm,453,0,0
idm,454,0,0
idm,455,0,0
idm,456,0,0
idm,457,0,0
idm,458,0,0
idm,459,0,0
idm,460,0,0
idm,461,0,0
idm,462,0,0
idm,463,0,0
idm,464,0,0
idm,465,0,0
idm,466,0,0
idm,467,0,0
idm,468,0,0
idm,469,0,0
idm,470,0,0
idm,471,0,0
idm,472,0,0
idm,473,0,0
idm,474,0,0
idm,475,0,0
idm,476,0,0
idm,477,0,0
idm,478,0,0
idm,479,0,0
idm,480,0,0
idm,481,0,0
idm,482,0,0
idm,483,0,0
idm,484,0,0
idm,485,0,0
idm,486,0,0
idm,487,0,0
idm,488,0,0
idm,489,0,0
idm,490,0,0
idm,491,0,0
idm,492,0,0
idm,493,0,0
idm,494,0,0
idm,495,0,0
idm,496,0,0
idm,497,0,0
idm,498,0,0
idm,499,0,0
idm,500,0,0
idm,501,0,0
idm,502,0,0
idm,503,0,0
idm,504,0,0
idm,505,0,0
idm,506,0,0
idm,507,0,0
idm,508,0,0
idm,509,0,0
idm,510,0,0
idm,511,0,0
idm,512,0,0
idm,513,0,0
idm,514,0,0
idm,515,0,0
idm,516,0,0
idm,517,0,0
idm,518,0,0
idm,519,0,0
idm,520,0,0
idm,521,0,0
idm,522,0,0
idm,523,0,0
idm,524,0,0
idm,525,0,0
idm,526,0,0
idm,527,0,0
idm,528,0,0
idm,529,0,0
idm,530,0,0
idm,531,0,0
idm,532,0,0
idm,533,0,0
idm,534,0,0
idm,535,0,0
idm,536,0,0
idm,537,0,0
idm,538,0,0
idm,539,0,0
idm,540,0,0
idm,541,0,0
idm,542,0,0
idm,543,0,0
idm,544,0,0
idm,545,0,0
idm,546,0,0
idm,547,0,0
idm,548,0,0
idm,549,0,0
idm,550,0,0
idm,551,0,0
idm,552,0,0
idm,553,0,0
idm,554,0,0
idm,555,0,0
idm,556,0,0
idm,557,0,0
idm,558,0,0
idm,559,0,0
idm,560,0,0
idm,561,0,0
idm,562,0,0
idm,563,0,0
idm,564,0,0
idm,565,0,0
idm,566,0,0
idm,567,0,0
idm,568,0,0
idm,569,0,0
idm,570,0,0
idm,571,0,0
idm,572,0,0
idm,573,0,0
idm,574,0,0
idm,575,0,0
idm,576,0,0
idm,577,0,0
idm,578,0,0
idm,579,0,0
idm,580,0,0
idm,581,0,0
idm,582,0,0
idm,583,0,0
idm,584,0,0
idm,585,0,0
idm,586,0,0
idm,587,0,0
idm,588,0,0
idm,589,0,0
idm,590,0,0
idm,591,0,0
idm,592,0,0
idm,593,0,0
idm,594,0,0
idm,595,0,0
idm,596,0,0
idm,597,0,0
idm,598,0,0
idm,599,0,0
idm,600,0,0
idm,601,0,0
idm,602,0,0
idm,603,0,0
idm,604,0,0
idm,605,0,0
idm,606,0,0
idm,607,0,0
idm,608,0,0
idm,609,0,0
idm,610,0,0
idm,611,0,0
idm,612,0,0
idm,613,0,0
idm,614,0,0
idm,615,0,0
idm,616,0,0
idm,617,0,0
idm,618,0,0
idm,619,0,0
idm,620,0,0
idm,621,0,0
idm,622,0,0
idm,623,0,0
idm,624,0,0
idm,625,0,0
idm,626,0,0
idm,627,0,0
idm,628,0,0
idm,629,0,0
idm,630,0,0
idm,631,0,0
idm,632,0,0
idm,633,0,0
idm,634,0,0
idm,635,0,0
idm,636,0,0
idm,637,0,0
idm,638,0,0
idm,639,0,0
idm,640,0,0
idm,641,0,0
idm,642,0,0
idm,643,0,0
idm,644,0,0
idm,645,0,0
idm,646,0,0
idm,647,0,0
idm,648,0,0
idm,649,0,0
idm,650,0,0
idm,651,0,0
idm,652,0,0
idm,653,0,0
idm,654,0,0
idm,655,0,0
idm,656,0,0
idm,657,0,0
idm,658,0,0
idm,659,0,0
idm,660,0,0
idm,661,0,0
idm,662,0,0
idm,663,0,0
idm,664,0,0
idm,665,0,0
idm,666,0,0
idm,667,0,0
idm,668,0,0
idm,669,0,0
idm,670,0,0
idm,671,0,0
idm,672,0,0
idm,673,0,0
idm,674,0,0
idm,675,0,0
idm,676,0,0
idm,677,0,0
idm,678,0,0
idm,679,0,0
idm,680,0,0
idm,681,0,0
idm,682,0,0
idm,683,0,0
idm,684,0,0
idm,685,0,0
idm,686,0,0
idm,687,0,0
idm,688,0,0
idm,689,0,0
idm,690,0,0
idm,691,0,0
idm,692,0,0
idm,693,0,0
idm,694,0,0
idm,695,0,0
idm,696,0,0
idm,697,0,0
idm,698,0,0
idm,699,0,0
idm,700,0,0
idm,701,0,0
idm,702,0,0
idm,703,0,0
idm,704,0,0
idm,705,0,0
idm,706,0,0
idm,707,0,0
idm,708,0,0
idm,709,0,0
idm,710,0,0
idm,711,0,0
idm,712,0,0
idm,713,0,0
idm,714,0,0
idm,715,0,0
idm,716,0,0
idm,717,0,0
idm,718,0,0
idm,719,0,0
idm,720,0,0
idm,721,0,0
idm,722,0,0
idm,723,0,0
idm,724,0,0
idm,725,0,0
idm,726,0,0
idm,727,0,0
idm,728,0,0
idm,729,0,0
idm,730,0,0
idm,731,0,0
idm,732,0,0
idm,733,0,0
idm,734,0,0
idm,735,0,0
idm,736,0,0
idm,737,0,0
idm,738,0,0
idm,739,0,0
idm,740,0,0
idm,741,0,0
idm,742,0,0
idm,743,0,0
idm,744,0,0
idm,745,0,0
idm,746,0,0
idm,747,0,0
idm,748,0,0
idm,749,0,0
idm,750,0,0
idm,751,0,0
idm,752,0,0
idm,753,0,0
idm,754,0,0
idm,755,0,0
idm,756,0,0
idm,757,0,0
idm,758,0,0
idm,759,0,0
idm,760,0,0
idm,761,0,0
idm,762,0,0
idm,763,0,0
idm,764,0,0
idm,765,0,0
idm,766,0,0
idm,767,0,0
idm,768,0,0
idm,769,0,0
idm,770,0,0
idm,771,0,0
idm,772,0,0
idm,773,0,0
idm,774,0,0
idm,775,0,0
idm,776,0,0
idm,777,0,0
idm,778,0,0
idm,779,0,0
idm,780,0,0
idm,781,0,0
idm,782,0,0
idm,783,0,0
idm,784,0,0
idm,785,0,0
idm,786,0,0
idm,787,0,0
idm,788,0,0
idm,789,0,0
idm,790,0,0
idm,791,0,0
idm,792,0,0
idm,793,0,0
idm,794,0,0
idm,795,0,0
idm,796,0,0
idm,797,0,0
idm,798,0,0
idm,799,0,0
idm,800,0,0
idm,801,0,0
idm,802,0,0
idm,803,0,0
idm,804,0,0
idm,805,0,0
idm,806,0,0
idm,807,0,0
idm,808,0,0
idm,809,0,0
idm,810,0,0
idm,811,0,0
idm,812,0,0
idm,813,0,0
idm,814,0,0
idm,815,0,0
idm,816,0,0
idm,817,0,0
idm,818,0,0
idm,819,0,0
idm,820,0,0
idm,821,0,0
idm,822,0,0
idm,823,0,0
idm,824,0,0
idm,825,0,0
idm,826,0,0
idm,827,0,0
idm,828,0,0
idm,829,0,0
idm,830,0,0
idm,831,0,0
idm,832,0,0
idm,833,0,0
idm,834,0,0
idm,835,0,0
idm,836,0,0
idm,837,0,0
idm,838,0,0
idm,839,0,0
idm,840,0,0
idm,841,0,0
idm,842,0,0
idm,843,0,0
idm,844,0,0
idm,845,0,0
idm,846,0,0
idm,847,0,0
idm,848,0,0
idm,849,0,0
idm,850,0,0
idm,851,0,0
idm,852,0,0
idm,853,0,0
idm,854,0,0
idm,855,0,0
idm,856,0,0
idm,857,0,0
idm,858,0,0
idm,859,0,0
idm,860,0,0
idm,861,0,0
idm,862,0,0
idm,863,0,0
idm,864,0,0
idm,865,0,0
idm,866,0,0
idm,867,0,0
idm,868,0,0
idm,869,0,0
idm,870,0,0
idm,871,0,0
idm,872,0,0
idm,873,0,0
idm,874,0,0
idm,875,0,0
idm,876,0,0
idm,877,0,0
idm,878,0,0
idm,879,0,0
idm,880,0,0
idm,881,0,0
idm,882,0,0
idm,883,0,0
idm,884,0,0
idm,885,0,0
idm,886,0,0
idm,887,0,0
idm,888,0,0
idm,889,0,0
idm,890,0,0
idm,891,0,0
idm,892,0,0
idm,893,0,0
idm,894,0,0
idm,895,0,0
idm,896,0,0
idm,897,0,0
idm,898,0,0
idm,899,0,0
idm,900,0,0
idm,901,0,0
idm,902,0,0
idm,903,0,0
idm,904,0,0
idm,905,0,0
idm,906,0,0
idm,907,0,0
idm,908,0,0
idm,909,0,0
idm,910,0,0
idm,911,0,0
idm,912,0,0
idm,913,0,0
idm,914,0,0
idm,915,0,0
idm,916,0,0
idm,917,0,0
idm,918,0,0
idm,919,0,0
idm,920,0,0
idm,921,0,0
idm,922,0,0
idm,923,0,0
idm,924,0,0
idm,925,0,0
idm,926,0,0
idm,927,0,0
idm,928,0,0
idm,929,0,0
idm,930,0,0
idm,931,0,0
idm,932,0,0
idm,933,0,0
idm,934,0,0
idm,935,0,0
idm,936,0,0
idm,937,0,0
idm,938,0,0
idm,939,0,0
idm,940,0,0
idm,941,0,0
idm,942,0,0
idm,943,0,0
idm,944,0,0
idm,945,0,0
idm,946,0,0
idm,947,0,0
idm,948,0,0
idm,949,0,0
idm,950,0,0
idm,951,0,0
idm,952,0,0
idm,953,0,0
idm,954,0,0
idm,955,0,0
idm,956,0,0
idm,957,0,0
idm,958,0,0
idm,959,0,0
idm,960,0,0
idm,961,0,0
idm,962,0,0
idm,963,0,0
idm,964,0,0
idm,965,0,0
idm,966,0,0
idm,967,0,0
idm,968,0,0
idm,969,0,0
idm,970,0,0
idm,971,0,0
idm,972,0,0
idm,973,0,0
idm,974,0,0
idm,975,0,0
idm,976,0,0
idm,977,0,0
idm,978,0,0
idm,979,0,0
idm,980,0,0
idm,981,0,0
idm,982,0,0
idm,983,0,0
idm,984,0,0
idm,985,0,0
idm,986,0,0
idm,987,0,0
idm,988,0,0
idm,989,0,0
idm,990,0,0
idm,991,0,0
idm,992,0,0
idm,993,0,0
idm,994,0,0
idm,995,0,0
idm,996,0,0
idm,997,0,0
idm,998,0,0
idm,999,0,0
idm,1000,0,0
idm,1001,0,0
idm,1002,0,0
idm,1003,0,0
idm,1004,0,0
idm,1005,0,0
idm,1006,0,0
idm,1007,0,0
idm,1008,0,0
idm,1009,0,0
idm,1010,0,0
idm,1011,0,0
idm,1012,0,0
idm,1013,0,0
idm,1014,0,0
idm,1015,0,0
idm,1016,0,0
idm,1017,0,0
idm,1018,0,0
idm,1019,0,0
idm,1020,0,0
idm,1021,0,0
idm,1022,0,0
idm,1023,0,0
idm,1024,0,0
idm,1025,0,0
idm,1026,0,0
idm,1027,0,0
idm,1028,0,0
idm,1029,0,0
idm,1030,0,0
idm,1031,0,0
idm,1032,0,0
idm,1033,0,0
idm,1034,0,0
idm,1035,0,0
idm,1036,0,0
idm,1037,0,0
idm,1038,0,0
idm,1039,0,0
idm,1040,0,0
idm,1041,0,0
idm,1042,0,0
idm,1043,0,0
idm,1044,0,0
idm,1045,0,0
idm,1046,0,0
idm,1047,0,0
idm,1048,0,0
idm,1049,0,0
idm,1050,0,0
idm,1051,0,0
idm,1052,0,0
idm,1053,0,0
idm,1054,0,0
idm,1055,0,0
idm,1056,0,0
idm,1057,0,0
idm,1058,0,0
idm,1059,0,0
idm,1060,0,0
idm,1061,0,0
idm,1062,0,0
idm,1063,0,0
idm,1064,0,0
idm,1065,0,0
idm,1066,0,0
idm,1067,0,0
idm,1068,0,0
idm,1069,0,0
idm,1070,0,0
idm,1071,0,0
idm,1072,0,0
idm,1073,0,0
idm,1074,0,0
idm,1075,0,0
idm,1076,0,0
idm,1077,0,0
idm,1078,0,0
idm,1079,0,0
idm,1080,0,0
idm,1081,0,0
idm,1082,0,0
idm,1083,0,0
idm,1084,0,0
idm,1085,0,0
idm,1086,0,0
idm,1087,0,0
idm,1088,0,0
idm,1089,0,0
idm,1090,0,0
idm,1091,0,0
idm,1092,0,0
idm,1093,0,0
idm,1094,0,0
idm,1095,0,0
idm,1096,0,0
idm,1097,0,0
idm,1098,0,0
idm,1099,0,0
idm,1100,0,0
idm,1101,0,0
idm,1102,0,0
idm,1103,0,0
idm,1104,0,0
idm,1105,0,0
idm,1106,0,0
idm,1107,0,0
idm,1108,0,0
idm,1109,0,0
idm,1110,0,0
idm,1111,0,0
idm,1112,0,0
idm,1113,0,0
idm,1114,0,0
idm,1115,0,0
idm,1116,0,0
idm,1117,0,0
idm,1118,0,0
idm,1119,0,0
idm,1120,0,0
idm,1121,0,0
idm,1122,0,0
idm,1123,0,0
idm,1124,0,0
idm,1125,0,0
idm,1126,0,0
idm,1127,0,0
idm,1128,0,0
idm,1129,0,0
idm,1130,0,0
idm,1131,0,0
idm,1132,0,0
idm,1133,0,0
idm,1134,0,0
idm,1135,0,0
idm,1136,0,0
idm,1137,0,0
idm,1138,0,0
idm,1139,0,0
idm,1140,0,0
idm,1141,0,0
idm,1142,0,0
idm,1143,0,0
idm,1144,0,0
idm,1145,0,0
idm,1146,0,0
idm,1147,0,0
idm,1148,0,0
idm,1149,0,0
idm,1150,0,0
idm,1151,0,0
idm,1152,0,0
idm,1153,0,0
idm,1154,0,0
idm,1155,0,0
idm,1156,0,0
idm,1157,0,0
idm,1158,0,0
idm,1159,0,0
idm,1160,0,0
idm,1161,0,0
idm,1162,0,0
idm,1163,0,0
idm,1164,0,0
idm,1165,0,0
idm,1166,0,0
idm,1167,0,0
idm,1168,0,0
idm,1169,0,0
idm,1170,0,0
idm,1171,0,0
idm,1172,0,0
idm,1173,0,0
idm,1174,0,0
idm,1175,0,0
idm,1176,0,0
idm,1177,0,0
idm,1178,0,0
idm,1179,0,0
idm,1180,0,0
idm,1181,0,0
idm,1182,0,0
idm,1183,0,0
idm,1184,0,0
idm,1185,0,0
idm,1186,0,0
idm,1187,0,0
idm,1188,0,0
idm,1189,0,0
idm,1190,0,0
idm,1191,0,0
idm,1192,0,0
idm,1193,0,0
idm,1194,0,0
idm,1195,0,0
idm,1196,0,0
idm,1197,0,0
idm,1198,0,0
idm,1199,0,0
idm,1200,0,0
idm,1201,0,0
idm,1202,0,0
idm,1203,0,0
idm,1204,0,0
idm,1205,0,0
idm,1206,0,0
idm,1207,0,0
idm,1208,0,0
idm,1209,0,0
idm,1210,0,0
idm,1211,0,0
idm,1212,0,0
idm,1213,0,0
idm,1214,0,0
idm,1215,0,0
idm,1216,0,0
idm,1217,0,0
idm,1218,0,0
idm,1219,0,0
idm,1220,0,0
idm,1221,0,0
idm,1222,0,0
idm,1223,0,0
idm,1224,0,0
idm,1225,0,0
idm,1226,0,0
idm,1227,0,0
idm,1228,0,0
idm,1229,0,0
idm,1230,0,0
idm,1231,0,0
idm,1232,0,0
idm,1233,0,0
idm,1234,0,0
idm,1235,0,0
idm,1236,0,0
idm,1237,0,0
idm,1238,0,0
idm,1239,0,0
idm,1240,0,0
idm,1241,0,0
idm,1242,0,0
idm,1243,0,0
idm,1244,0,0
idm,1245,0,0
idm,1246,0,0
idm,1247,0,0
idm,1248,0,0
idm,1249,0,0
idm,1250,0,0
idm,1251,0,0
idm,1252,0,0
idm,1253,0,0
idm,1254,0,0
idm,1255,0,0
idm,1256,0,0
idm,1257,0,0
idm,1258,0,0
idm,1259,0,0
idm,1260,0,0
idm,1261,0,0
idm,1262,0,0
idm,1263,0,0
idm,1264,0,0
idm,1265,0,0
idm,1266,0,0
idm,1267,0,0
idm,1268,0,0
idm,1269,0,0
idm,1270,0,0
idm,1271,0,0
idm,1272,0,0
idm,1273,0,0
idm,1274,0,0
idm,1275,0,0
idm,1276,0,0
idm,1277,0,0
idm,1278,0,0
idm,1279,0,0
idm,1280,0,0
idm,1281,0,0
idm,1282,0,0
idm,1283,0,0
idm,1284,0,0
idm,1285,0,0
idm,1286,0,0
idm,1287,0,0
idm,1288,0,0
idm,1289,0,0
idm,1290,0,0
idm,1291,0,0
idm,1292,0,0
idm,1293,0,0
idm,1294,0,0
idm,1295,0,0
idm,1296,0,0
idm,1297,0,0
idm,1298,0,0
idm,1299,0,0
idm,1300,0,0
idm,1301,0,0
idm,1302,0,0
idm,1303,0,0
idm,1304,0,0
idm,1305,0,0
idm,1306,0,0
idm,1307,0,0
idm,1308,0,0
idm,1309,0,0
idm,1310,0,0
idm,1311,0,0
idm,1312,0,0
idm,1313,0,0
idm,1314,0,0
idm,1315,0,0
idm,1316,0,0
idm,1317,0,0
idm,1318,0,0
idm,1319,0,0
idm,1320,0,0
idm,1321,0,0
idm,1322,0,0
idm,1323,0,0
idm,1324,0,0
idm,1325,0,0
idm,1326,0,0
idm,1327,0,0
idm,1328,0,0
idm,1329,0,0
idm,1330,0,0
idm,1331,0,0
idm,1332,0,0
idm,1333,0,0
idm,1334,0,0
idm,1335,0,0
idm,1336,0,0
idm,1337,0,0
idm,1338,0,0
idm,1339,0,0
idm,1340,0,0
idm,1341,0,0
idm,1342,0,0
idm,1343,0,0
idm,1344,0,0
idm,1345,0,0
idm,1346,0,0
idm,1347,0,0
idm,1348,0,0
idm,1349,0,0
idm,1350,0,0
idm,1351,0,0
idm,1352,0,0
idm,1353,0,0
idm,1354,0,0
idm,1355,0,0
idm,1356,0,0
idm,1357,0,0
idm,1358,0,0
idm,1359,0,0
idm,1360,0,0
idm,1361,0,0
idm,1362,0,0
idm,1363,0,0
idm,1364,0,0
idm,1365,0,0
idm,1366,0,0
idm,1367,0,0
idm,1368,0,0
idm,1369,0,0
idm,1370,0,0
idm,1371,0,0
idm,1372,0,0
idm,1373,0,0
idm,1374,0,0
idm,1375,0,0
idm,1376,0,0
idm,1377,0,0
idm,1378,0,0
idm,1379,0,0
idm,1380,0,0
idm,1381,0,0
idm,1382,0,0
idm,1383,0,0
idm,1384,0,0
idm,1385,0,0
idm,1386,0,0
idm,1387,0,0
idm,1388,0,0
idm,1389,0,0
idm,1390,0,0
idm,1391,0,0
idm,1392,0,0
idm,1393,0,0
idm,1394,0,0
idm,1395,0,0
idm,1396,0,0
idm,1397,0,0
idm,1398,0,0
idm,1399,0,0
idm,1400,0,0
idm,1401,0,0
idm,1402,0,0
idm,1403,0,0
idm,1404,0,0
idm,1405,0,0
idm,1406,0,0
idm,1407,0,0
idm,1408,0,0
idm,1409,0,0
idm,1410,0,0
idm,1411,0,0
idm,1412,0,0
idm,1413,0,0
idm,1414,0,0
idm,1415,0,0
idm,1416,0,0
idm,1417,0,0
idm,1418,0,0
idm,1419,0,0
idm,1420,0,0
idm,1421,0,0
idm,1422,0,0
idm,1423,0,0
idm,1424,0,0
idm,1425,0,0
idm,1426,0,0
idm,1427,0,0
idm,1428,0,0
idm,1429,0,0
idm,1430,0,0
idm,1431,0,0
idm,1432,0,0
idm,1433,0,0
idm,1434,0,0
idm,1435,0,0
idm,1436,0,0
idm,1437,0,0
idm,1438,0,0
idm,1439,0,0
idm,1440,0,0
idm,1441,0,0
idm,1442,0,0
idm,1443,0,0
idm,1444,0,0
idm,1445,0,0
idm,1446,0,0
idm,1447,0,0
idm,1448,0,0
idm,1449,0,0
idm,1450,0,0
idm,1451,0,0
idm,1452,0,0
idm,1453,0,0
idm,1454,0,0
idm,1455,0,0
idm,1456,0,0
idm,1457,0,0
idm,1458,0,0
idm,1459,0,0
idm,1460,0,0
idm,1461,0,0
idm,1462,0,0
idm,1463,0,0
idm,1464,0,0
idm,1465,0,0
idm,1466,0,0
idm,1467,0,0
idm,1468,0,0
idm,1469,0,0
idm,1470,0,0
idm,1471,0,0
idm,1472,0,0
idm,1473,0,0
idm,1474,0,0
idm,1475,0,0
idm,1476,0,0
idm,1477,0,0
idm,1478,0,0
idm,1479,0,0
idm,1480,0,0
idm,1481,0,0
idm,1482,0,0
idm,1483,0,0
idm,1484,0,0
idm,1485,0,0
idm,1486,0,0
idm,1487,0,0
idm,1488,0,0
idm,1489,0,0
idm,1490,0,0
idm,1491,0,0
idm,1492,0,0
idm,1493,0,0
idm,1494,0,0
idm,1495,0,0
idm,1496,0,0
